record_id,proba
0,0.4994728728482768
1,0.5000430405521504
2,0.5002430396541756
3,0.4982010981350635
4,0.5028840179114944
5,0.49978255509184244
6,0.5002620807961246
7,0.5000551836130783
8,0.5010445563543627
9,0.4993843420741274
10,0.4981970477937507
11,0.5003592119018596
12,0.5025460787637023
13,0.5000345651832045
14,0.4992701350858118
15,0.5001292175800008
16,0.4994942546291856
17,0.5004923169790841
18,0.5004098293022102
19,0.5004197848377347
20,0.49913200988587386
21,0.5063311466058529
22,0.5073551438823012
23,0.5027371258013956
24,0.4998155516880524
25,0.5020517552309074
26,0.5000161905714576
27,0.49912736137187397
28,0.4998849909257885
29,0.5017075635234304
30,0.5000455077320449
31,0.49927330992320207
32,0.5000223487244394
33,0.5013704185578395
34,0.4996786420420613
35,0.5000354416680771
36,0.4997364511776852
37,0.5000827868190139
38,0.5027160316177005
39,0.5017321364584322
40,0.5006456365324196
41,0.4995512323694655
42,0.49781275252052104
43,0.5019794950784009
44,0.5003047032337954
45,0.49955514011040514
46,0.4998196761340784
47,0.4984756449025953
48,0.4993573410617024
49,0.5033644662615887
50,0.5063349525032516
51,0.5001862930178048
52,0.500035502583328
53,0.501541865134099
54,0.49785571172834187
55,0.5020099872984806
56,0.5000486814879764
57,0.5000493896247893
58,0.4994356750991201
59,0.500736509194622
60,0.500056930197549
61,0.497535460860388
62,0.49896576860187813
63,0.499547755206038
64,0.49773629019498444
65,0.4996473050340058
66,0.5004184841410516
67,0.49880201196553775
68,0.5007275341794778
69,0.5000167066211418
70,0.4991982734404735
71,0.501984135486268
72,0.5012778262775415
73,0.5004830559909775
74,0.4966709849695613
75,0.4997284953816168
76,0.49936616921747384
77,0.5019874366437286
78,0.49952317191076195
79,0.5027942087390342
80,0.4977732701342133
81,0.4993380066868375
82,0.498771136166622
83,0.49813974730998767
84,0.4996801740422785
85,0.4998801549320433
86,0.49860085721239134
87,0.5000444526583019
88,0.5000200217065176
89,0.49759210974900303
90,0.499546884129221
91,0.5012979038268194
92,0.5022188039221721
93,0.5003047157814048
94,0.4978802851757078
95,0.49990588092223065
96,0.5019926682868171
97,0.502885628737858
98,0.5002032025643588
99,0.49927031710856773
100,0.500868100872473
101,0.49974063643324435
102,0.5010729600322583
103,0.5022002451542915
104,0.5005041829930955
105,0.5017125998846987
106,0.5004955097675284
107,0.5003575482866014
108,0.5010923958124663
109,0.500379648435752
110,0.4997512574814645
111,0.5015851188932358
112,0.4996994585685302
113,0.4986503391364195
114,0.4998212067106112
115,0.4992250039055813
116,0.5007626499449377
117,0.5004904327969698
118,0.5002898183631068
119,0.49984415080658917
120,0.4998728682043368
121,0.5000302765281129
122,0.4964182535603642
123,0.4944714773711902
124,0.4966877876763864
125,0.5003247324093641
126,0.49892543320302696
127,0.5005709438815363
128,0.5011388484636876
129,0.49431020513689883
130,0.5002166533774284
131,0.5019078844897488
132,0.49901036336744176
133,0.49437675135671744
134,0.500027846323108
135,0.5007245049426259
136,0.4985681876955633
137,0.5024171671578066
138,0.500141826572387
139,0.49797875526665936
140,0.5022609379671458
141,0.4964750705745349
142,0.5000001676513067
143,0.5000432110708853
144,0.49874115973465083
145,0.5024571399791116
146,0.5004391932097115
147,0.503184623740776
148,0.5010234327207328
149,0.5004276624491887
150,0.4970163860220456
151,0.4963290870103098
152,0.5032095609490376
153,0.49968192766036007
154,0.502775733371163
155,0.5014698368021214
156,0.4998122645259569
157,0.49939519538867816
158,0.49752149190602857
159,0.49921531755099363
160,0.5018466406836978
161,0.5006465413636826
162,0.5008148919032563
163,0.4991489866001472
164,0.4981140092851685
165,0.500040970240911
166,0.5000417244052983
167,0.5001811956652197
168,0.49960258728938856
169,0.5000246321208929
170,0.5042377908824485
171,0.5013747126182425
172,0.4989710191013727
173,0.4974093332872527
174,0.5024295275314341
175,0.5034598888632414
176,0.4997199459060659
177,0.4999065035789654
178,0.49951911851700803
